disease,biomarker_disease_iris,role,cfde_disease,factor
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Heart Gene Coexpression and Markers
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Heart Kinase Coexpression and Markers
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Left Ventricle Gene Signatures
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Left Ventricle Gene Upregulation
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,MAPK Signaling Effectors
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Mitochondrial Gene Targets
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Mitochondrial Transcriptome Across Tissues
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Muscle Stretch and Degeneration
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Muscle Structure and Homeostasis
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Muscular Dystrophy and Sarcoglycans
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,PDGF/EGF Signaling Network
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Ras-ERK Pathway Regulators
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Regulation of Cardiac Muscle Contraction
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Riboflavin and CoQ Disorders
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,RTK-Ras Pathway Signaling
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Thyroid-Cardiac Coexpression Markers
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Titin-related Signaling and Myopathy
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Cartilage development and chondrodysplasia
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Chondrocyte differentiation and skeletogenesis
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Chondrogenesis and growth factors
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Collagen and extracellular matrix
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Collagen matrix and ECM genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Craniofacial and reproductive development genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Craniofacial bone morphologies
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Craniofacial development genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Craniofacial morphology and genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Craniofacial skeleton and ossification
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Digit patterning and limb anomalies
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Embryonic limb morphogenesis genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Extracellular matrix and vasculature genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Glycosylation and ADAMTS genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Kinase coexpression and ECM genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Limb and craniofacial development genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Limb morphology and mineralization
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Phalanx and limb bone morphology
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Respiratory failure and signaling genes
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Skeletal development and receptors
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Skeletal morphologies and development
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,Skeletal morphology and BMP signaling
carpal tunnel syndrome,http://purl.obolibrary.org/obo/MONDO_0007275,risk,Carpal tunnel syndrome,TGF-beta signaling and SMADs
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,prognostic,Cervical cancer,Hair and nephron development signals
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,prognostic,Cervical cancer,Inner ear development and morphogenesis
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,prognostic,Cervical cancer,Kidney development and nephrogenesis regulation
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,prognostic,Cervical cancer,Vertebrate skeletal patterning and signaling
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,risk,Cervical cancer,Hair and nephron development signals
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,risk,Cervical cancer,Inner ear development and morphogenesis
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,risk,Cervical cancer,Kidney development and nephrogenesis regulation
cervical cancer,http://purl.obolibrary.org/obo/MONDO_0002974,risk,Cervical cancer,Vertebrate skeletal patterning and signaling
childhood absence epilepsy,http://purl.obolibrary.org/obo/MONDO_0010826,risk,Childhood absence epilepsy,GABA receptor channel activity
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Absent Lymph Nodes and Spleen
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Allograft Rejection and Immunity Regulation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Autoimmune Susceptibility and Transplant Rejection
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,CD8 T Cells and ILCs
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Cytokine Signaling in IBD
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Decreased Immunoglobulins and B Cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Fetal Lymphoid Cells Development
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,GPCR Coexpression in Immune Signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,IL-2/JAK-STAT Signaling in Sjogren
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,IL-2/JAK-STAT Signaling Pathways
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Immune System Abnormalities and Ig
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Immunoglobulin Production and B Cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Increased Autoimmune Susceptibility and Humoral
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Inflammatory Signaling in IBD
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Lymphoid Morphology and T Cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Myeloid Differentiation and Hematopoiesis Regulation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Peyer's Patches and T Cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Regulation of Helper T Cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Systemic Lupus Erythematosus Signals
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,T and NK Cell Dysfunctions
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,T Cell Differentiation Abnormalities
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,T Cell Differentiation and Activation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,T Cell Morphology Abnormalities
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,T Cell Proliferation and Activation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Th17 Differentiation in IBD
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,childhood onset asthma,Thymic T Cell Development
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Adipose GPCR kinase coexpression
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Allograft rejection and HLA genes
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Alpha-beta T cell differentiation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Autoimmune antibodies and B cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,B cell differentiation and signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,CD8 TCR pathway and signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Diabetes autoimmunity and B markers
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,GPCR coexpression with TSSK4
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,GPCR kinases and cytokine signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,IL-2/JAK-STAT signaling pathways
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,IL-2/STAT5 signaling pathways
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,IL-4/IL-5 signaling and ILCs
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Lymphocyte and T cell differentiation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Lymphoid tissue morphology and cytokines
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Myeloid differentiation and hematopoiesis
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Negative regulation of immune response
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,NF-kB and cytokine signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,P2RY10 GPCR signaling and TCF7
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,STAT5 signaling with IRF4 IKZF4
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,T cell development and migration
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,T cell differentiation and activation
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,T cell differentiation and thymocytes
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,TGFB1/SMADs and cancer pathways
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,TH17 differentiation and signaling
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Th2 and ILC regulation TFs
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,Thyroid and fetal lymphoid cells
childhood onset asthma,http://purl.obolibrary.org/obo/MONDO_0005405,risk,Childhood-onset asthma,TNF/NF-kB signaling and CD40
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Cardiac cushion morphogenesis and EMT
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Environmental stress response genes
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Epithelial morphogenesis and branching
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Fetal mesothelial cells and FGFs
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,FGF signaling and growth factors
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Growth factor signaling regulation
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Heart growth and development
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Hindlimb morphogenesis and organogenesis
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Limb and palate development abnormalities
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Lung branching morphogenesis and signaling
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Mesoderm formation and fibroblast stress
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Muscle development regulation and EMT
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Muscle development regulation and markers
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Organ morphogenesis and sensory development
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Outflow tract morphogenesis and mesenchyme
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Prostate morphogenesis and FGFR signaling
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,chronic obstructive pulmonary disease,Prostate morphogenesis and related pathways
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,Chronic obstructive pulmonary disease (COPD),"Cardiac conduction, chambers, valves"
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,Chronic obstructive pulmonary disease (COPD),Cardiac development defects and genes
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,Chronic obstructive pulmonary disease (COPD),Cardiac muscle proliferation and growth
chronic obstructive pulmonary disease,http://purl.obolibrary.org/obo/MONDO_0005002,diagnostic,Chronic obstructive pulmonary disease (COPD),Cardiovascular development and EMT signaling
